//Version: PianoRoll_v170101
0	0.000000	0.817708	71	114	80	0
1	1.147917	2.071875	71	110	80	0
2	2.231250	3.098958	69	114	80	0
3	3.085417	3.238542	68	105	80	0
4	3.192708	3.363542	66	127	80	0
5	3.305208	3.839583	68	122	80	0
6	3.863542	4.361458	64	107	80	0
7	4.367708	4.978125	66	114	80	0
8	5.129167	5.306250	66	114	80	0
9	5.404167	5.538542	64	80	80	0
10	5.659375	5.788542	64	109	80	0
11	5.911458	6.015625	64	105	80	0
12	6.162500	6.272917	64	109	80	0
13	6.447917	6.935417	61	127	80	0
14	7.003125	7.434375	64	90	80	0
15	7.547917	8.048958	64	105	80	0
16	8.085417	8.575000	66	113	80	0
17	8.673958	9.284375	68	114	80	0
18	9.491667	9.763542	68	119	80	0
19	9.738542	9.997917	69	107	80	0
20	9.968750	10.245833	68	122	80	0
21	10.240625	10.508333	64	107	80	0
22	10.485417	10.803125	66	105	80	0
23	10.780208	11.559375	68	117	80	0
24	11.554167	11.691667	66	115	80	0
25	11.855208	12.619792	66	126	80	0
26	12.644792	12.767708	64	105	80	0
27	12.752083	12.913542	66	127	80	0
28	12.864583	13.429167	68	123	80	0
29	13.629167	13.920833	68	121	80	0
30	13.896875	14.148958	69	107	80	0
31	14.134375	14.415625	68	123	80	0
32	14.415625	14.679167	64	108	80	0
33	14.663542	14.953125	66	104	80	0
34	14.950000	15.522917	68	104	80	0
35	15.479167	15.601042	66	105	80	0
36	15.725000	15.829167	66	123	80	0
37	16.023958	17.096875	66	127	80	0
38	17.078125	17.158333	12	126	80	0
