//Version: PianoRoll_v170101
0	0.000000	0.704167	76	76	80	0
1	0.664583	0.956250	74	77	80	0
2	0.953125	1.011458	72	73	80	0
3	1.269792	2.046875	72	78	80	0
4	2.197917	2.515625	72	81	80	0
5	2.512500	3.095833	76	73	80	0
6	3.100000	3.696875	79	75	80	0
7	3.681250	4.114583	81	72	80	0
8	4.108333	4.476042	79	72	80	0
9	4.488542	4.595833	77	64	80	0
10	4.570833	5.500000	79	78	80	0
11	5.496875	5.807292	76	71	80	0
12	5.811458	6.150000	74	68	80	0
13	6.134375	6.803125	72	76	80	0
14	7.005208	7.308333	72	75	80	0
15	7.303125	7.884375	76	76	80	0
16	7.873958	8.385417	79	78	80	0
17	8.408333	8.846875	77	73	80	0
18	8.827083	9.097917	76	75	80	0
19	9.194792	9.298958	76	68	80	0
20	9.272917	9.653125	77	79	80	0
21	9.607292	10.023958	76	79	80	0
22	10.152083	10.494792	76	74	80	0
23	10.452083	10.801042	74	78	80	0
24	10.796875	11.517708	72	83	80	0
25	11.663542	11.975000	72	78	80	0
26	11.971875	12.583333	76	78	80	0
27	12.554167	13.172917	79	81	80	0
28	13.141667	13.533333	81	79	80	0
29	13.560417	13.894792	79	79	80	0
30	13.916667	14.019792	77	72	80	0
31	14.015625	14.225000	79	81	80	0
32	14.365625	14.991667	79	81	80	0
33	14.965625	15.253125	76	79	80	0
34	15.247917	15.606250	74	69	80	0
35	15.585417	16.286458	72	78	80	0
36	16.447917	16.748958	72	77	80	0
37	16.741667	17.288542	76	73	80	0
38	17.294792	17.820833	79	76	80	0
39	17.820833	18.211458	77	77	80	0
40	18.246875	18.701042	76	78	80	0
41	18.701042	18.887500	74	83	80	0
42	19.027083	20.176042	72	91	80	0
43	20.165625	20.280208	12	60	80	0
