//Version: PianoRoll_v170101
0	0.000000	0.254167	58	63	80	0
1	0.240625	0.544792	63	71	80	0
2	0.454167	0.734375	65	72	80	0
3	0.708333	0.969792	67	76	80	0
4	0.934375	1.218750	68	76	80	0
5	1.194792	3.607292	67	79	80	0
6	3.897917	4.138542	58	69	80	0
7	4.127083	4.431250	63	70	80	0
8	4.370833	4.634375	65	73	80	0
9	4.611458	4.852083	67	73	80	0
10	4.812500	5.081250	68	72	80	0
11	5.068750	5.567708	67	74	80	0
12	5.553125	5.781250	63	64	80	0
13	5.790625	6.010417	62	68	80	0
14	6.010417	6.527083	63	65	80	0
15	6.523958	6.622917	58	65	80	0
16	6.762500	7.552083	58	74	80	0
17	7.552083	7.781250	67	71	80	0
18	7.765625	8.518750	65	76	80	0
19	8.490625	8.735417	63	66	80	0
20	8.739583	9.008333	62	66	80	0
21	9.004167	11.321875	63	65	80	0
22	11.310417	11.589583	67	70	80	0
23	11.547917	12.267708	65	63	80	0
24	12.248958	12.372917	63	65	80	0
25	12.492708	15.071875	63	72	80	0
26	15.362500	15.639583	58	66	80	0
27	15.613542	15.917708	63	72	80	0
28	15.844792	16.110417	65	72	80	0
29	16.090625	16.352083	67	78	80	0
30	16.302083	16.629167	68	72	80	0
31	16.591667	18.994792	67	79	80	0
32	19.161458	19.433333	58	72	80	0
33	19.412500	19.706250	63	74	80	0
34	19.647917	19.896875	65	72	80	0
35	19.889583	20.151042	67	72	80	0
36	20.114583	20.387500	68	75	80	0
37	20.358333	20.830208	67	78	80	0
38	20.819792	21.054167	63	71	80	0
39	21.054167	21.305208	62	72	80	0
40	21.314583	21.779167	63	66	80	0
41	21.769792	21.859375	58	73	80	0
42	22.011458	22.825000	58	78	80	0
43	22.809375	23.066667	67	70	80	0
44	23.048958	23.559375	65	70	80	0
45	23.545833	23.665625	63	68	80	0
46	23.741667	24.012500	63	68	80	0
47	24.005208	24.307292	62	72	80	0
48	24.275000	26.559375	63	69	80	0
49	26.534375	26.807292	67	67	80	0
50	26.790625	27.527083	65	70	80	0
51	27.519792	27.615625	63	72	80	0
52	27.768750	30.059375	63	74	80	0
53	30.031250	30.152083	12	56	80	0
