//Version: PianoRoll_v170101
0	0.000000	0.332292	74	79	80	0
1	0.315625	0.365625	71	75	80	0
2	0.458333	0.617708	71	81	80	0
3	0.611458	1.210417	74	80	80	0
4	1.490625	1.578125	74	78	80	0
5	1.790625	1.988542	74	81	80	0
6	2.081250	2.136458	74	72	80	0
7	2.220833	2.685417	74	86	80	0
8	2.693750	2.976042	78	78	80	0
9	2.997917	3.343750	76	83	80	0
10	3.423958	4.205208	74	81	80	0
11	4.726042	5.035417	74	81	80	0
12	5.001042	5.068750	71	76	80	0
13	5.156250	5.287500	71	82	80	0
14	5.306250	5.764583	74	81	80	0
15	6.192708	6.469792	74	72	80	0
16	6.475000	6.810417	81	78	80	0
17	6.780208	7.087500	78	77	80	0
18	7.060417	7.346875	76	70	80	0
19	7.342708	7.632292	74	69	80	0
20	7.639583	7.768750	76	70	80	0
21	7.764583	8.054167	74	72	80	0
22	8.081250	9.121875	78	74	80	0
23	9.440625	9.750000	74	81	80	0
24	9.727083	9.775000	71	74	80	0
25	9.866667	9.998958	71	78	80	0
26	10.027083	10.663542	74	79	80	0
27	10.905208	11.015625	74	75	80	0
28	11.211458	11.538542	74	81	80	0
29	11.651042	12.086458	74	78	80	0
30	12.111458	12.407292	78	86	80	0
31	12.402083	12.858333	76	76	80	0
32	12.855208	13.570833	74	81	80	0
33	13.618750	14.255208	81	85	80	0
34	14.213542	14.846875	78	80	80	0
35	14.796875	15.350000	76	76	80	0
36	15.344792	15.997917	74	77	80	0
37	15.951042	16.108333	78	72	80	0
38	16.068750	16.317708	76	67	80	0
39	16.421875	16.847917	76	68	80	0
40	16.851042	17.185417	74	71	80	0
41	17.148958	17.339583	78	66	80	0
42	17.287500	17.505208	76	72	80	0
43	17.613542	17.980208	76	59	80	0
44	17.990625	18.309375	74	67	80	0
45	18.312500	19.468750	78	76	80	0
46	19.476042	19.593750	12	63	80	0
