//Version: PianoRoll_v170101
0	0.000000	0.295833	62	61	80	0
1	0.306250	0.928125	65	66	80	0
2	0.953125	1.668750	64	66	80	0
3	1.665625	2.278125	72	71	80	0
4	2.344792	2.995833	62	69	80	0
5	3.000000	3.590625	65	70	80	0
6	3.616667	4.209375	64	66	80	0
7	4.205208	4.675000	72	69	80	0
8	4.819792	4.922917	72	68	80	0
9	5.139583	5.608333	72	68	80	0
10	5.635417	6.138542	70	71	80	0
11	6.161458	6.451042	69	68	80	0
12	6.459375	6.579167	65	70	80	0
13	6.778125	7.142708	65	75	80	0
14	7.377083	7.991667	65	70	80	0
15	7.986458	8.093750	67	74	80	0
16	8.300000	10.200000	67	75	80	0
17	10.276042	10.591667	62	64	80	0
18	10.594792	11.198958	65	68	80	0
19	11.212500	11.946875	64	71	80	0
20	11.946875	12.508333	72	76	80	0
21	12.516667	13.163542	62	66	80	0
22	13.154167	13.758333	65	70	80	0
23	13.778125	14.360417	64	69	80	0
24	14.345833	15.062500	72	73	80	0
25	15.278125	15.777083	72	74	80	0
26	15.762500	16.303125	70	70	80	0
27	16.301042	16.617708	69	71	80	0
28	16.635417	16.782292	65	72	80	0
29	16.961458	17.369792	65	75	80	0
30	17.607292	18.211458	65	70	80	0
31	18.203125	18.316667	67	76	80	0
32	18.534375	20.554167	67	81	80	0
33	20.581250	20.722917	12	63	80	0
