//  Instrument:	P1	ARIA Player
//  Part-name:	P1	MusicXML Part
# Name	17.xml
# TPQN	4
# Instr	0	0	NA
# Key	0	G	major	1
# Meter	0	4	4	16
# Meter	144	0	0	0
# SPQN	0	0.625	96
# Clef	0	0	G2
# Boundary	0	1
0	0	14	-1	0	0	-
1	14	18	74	0	0	P1-1-4
2	18	20	71	0	0	P1-2-2
3	20	22	69	0	0	P1-2-3
4	22	24	67	0	0	P1-2-4
5	24	26	69	0	0	P1-2-5
6	26	30	71	0	0	P1-2-6
7	30	32	74	0	0	P1-2-7
8	32	34	75	0	0	P1-3-1
9	34	36	71	0	0	P1-3-2
10	36	38	69	0	0	P1-3-3
11	38	40	67	0	0	P1-3-4
12	40	42	69	0	0	P1-3-5
13	42	48	71	0	0	P1-3-6
14	48	50	64	0	0	P1-4-1
15	50	52	67	0	0	P1-4-2
16	52	54	67	0	0	P1-4-3
17	54	55	69	0	0	P1-4-4
18	55	56	69	0	0	P1-4-5
19	56	60	71	0	0	P1-4-6
20	60	62	69	0	0	P1-4-7
21	62	64	67	0	0	P1-4-8
22	64	66	69	0	0	P1-5-1
23	66	70	71	0	0	P1-5-2
24	70	72	69	0	0	P1-5-3
25	72	78	67	0	0	P1-5-4
26	78	80	62	0	0	P1-5-5
27	80	82	64	0	0	P1-6-1
28	82	84	67	0	0	P1-6-2
29	84	86	67	0	0	P1-6-3
30	86	87	71	0	0	P1-6-4
31	87	88	71	0	0	P1-6-5
32	88	94	69	0	0	P1-6-6
33	94	96	62	0	0	P1-6-7
34	96	98	71	0	0	P1-7-1
35	98	100	72	0	0	P1-7-2
36	100	102	71	0	0	P1-7-3
37	102	103	69	0	0	P1-7-4
38	103	104	69	0	0	P1-7-5
39	104	110	67	0	0	P1-7-6
40	110	112	62	0	0	P1-7-7
41	112	114	64	0	0	P1-8-1
42	114	116	67	0	0	P1-8-2
43	116	118	67	0	0	P1-8-3
44	118	120	64	0	0	P1-8-4
45	120	122	67	0	0	P1-8-5
46	122	124	69	0	0	P1-8-6
47	124	125	71	0	0	P1-8-7
48	125	126	69	0	0	P1-8-8
49	126	127	67	0	0	P1-8-9
50	127	128	71	0	0	P1-8-10
51	128	136	69	0	0	P1-9-1
52	136	144	-1	0	0	-
