//  Instrument:	P1	SmartMusic SoftSynth 1
//  Part-name:	P1	MusicXML Part
# Name	4.xml
# TPQN	4
# Instr	0	0	NA
# Key	0	C	major	0
# Meter	0	4	4	16
# Meter	144	0	0	0
# SPQN	0	0.625	96
# Clef	0	0	G2
# Boundary	0	1
0	0	8	-1	0	0	-
1	8	12	76	0	0	P1-1-2
2	12	14	74	0	0	P1-1-3
3	14	16	72	0	0	P1-1-4
4	16	22	72	0	0	P1-2-1
5	22	24	72	0	0	P1-2-2
6	24	28	76	0	0	P1-2-3
7	28	32	79	0	0	P1-2-4
8	32	35	81	0	0	P1-3-1
9	35	37	79	0	0	P1-3-2
10	37	38	77	0	0	P1-3-4
11	38	44	79	0	0	P1-3-5
12	44	46	76	0	0	P1-3-7
13	46	48	74	0	0	P1-3-8
14	48	54	72	0	0	P1-4-1
15	54	56	72	0	0	P1-4-2
16	56	60	76	0	0	P1-4-3
17	60	64	79	0	0	P1-4-4
18	64	67	77	0	0	P1-5-1
19	67	69	76	0	0	P1-5-2
20	69	70	76	0	0	P1-5-4
21	70	72	77	0	0	P1-5-5
22	72	76	76	0	0	P1-5-6
23	76	78	76	0	0	P1-5-7
24	78	80	74	0	0	P1-5-8
25	80	86	72	0	0	P1-6-1
26	86	88	72	0	0	P1-6-2
27	88	92	76	0	0	P1-6-3
28	92	96	79	0	0	P1-6-4
29	96	99	81	0	0	P1-7-1
30	99	101	79	0	0	P1-7-2
31	101	102	77	0	0	P1-7-4
32	102	104	79	0	0	P1-7-5
33	104	108	79	0	0	P1-7-6
34	108	110	76	0	0	P1-7-7
35	110	112	74	0	0	P1-7-8
36	112	118	72	0	0	P1-8-1
37	118	120	72	0	0	P1-8-2
38	120	124	76	0	0	P1-8-3
39	124	128	79	0	0	P1-8-4
40	128	131	77	0	0	P1-9-1
41	131	134	76	0	0	P1-9-2
42	134	136	74	0	0	P1-9-4
43	136	144	72	0	0	P1-9-5
